label,text
netral,aku pergi ke sekolah sendiri tanpa ibu bapak.
sedih,"saya ingat grandpa, nangis."
kaget,anak anjing miskin datang ke halaman rumah kemarin. aku makanin dia. aku kaget! senang sekali.
netral,sinar matahari masuk ke kamar.
cape,sejak subuh berdiri lama. kakiku letih.
cape,aku lemas. belajar dari pagi. istirahat dulu.
sedih,aku sedih sekali karena aku tidak masuk sekolah karena konser
senang,bawa tiket dua ke festival musik. lihat band favorit. senang sekali!
senang,hari ini sekolah buka. anak-anak pergi ke sekolah. aku senang sekali!
marah,orang miskin suka mengeluh. tapi tidak pernah buat apa-apa.
senang,hari ini penuh mengerjakan rumput. senang sekali!
sedih,saya sangat sedih karena hujan badai merusak kota saya
takut,aku takut dengan negara sekarang.
takut,minggu lalu aku tonton film hereditary. aku sangat takut!
netral,buku pelajaran ada di tas saya.
senang,tuhan ada di sampingku. aku senang sekali. tidak ada yang perlu ku khawatirin.
senang,kuliah adik selesai. aku bangga. senang!
jijik,teman-teman makan pizza habis. aku jijik. makanan yang tidak seimbang!
senang,mudik ke kantor. punya gaji. senang sekali!
netral,komputer ada di meja.
kaget,"ulang tahun aku, adik aku lomba. tidak sangka. aku kaget sekali!"
jijik,kucing muntah ke sepatu. aku jijik!
senang,bulan depan liburan. aku gembira!
sedih,"aku dan suami capek banget cari anak kedua. sudah setahun aku terus nangis, saking capeknya aku ke dokter."
cape,sejak subuh main game terus. capek.
senang,rumah dijual. senang sekali!
marah,warung favorit aku tutup. aku marah!
sedih,aku ambil permen dari toko hari ini. aku merasa sedih.
kaget,tante mertua bawa anak pulang. ada kado. aku terkejut!
takut,hantu menakutiku. aku takut!
takut,teman lulus kuliah tingkat 2. aku takut dia gagal.
senang,makan malam enak. senang!
cape,sejak subuh pekerjaan menumpuk. lemas.
senang,sekarang aku tenang. senang!
sedih,aku sedih musim panas hampir berakhir.
senang,adik saya hamil. aku senang sekali!
kaget,mendapat uang rp 200.000 dari lotre. aku kaget!
marah,dia jadi penguasa renang. sekarang dia selalu loncat dari samping. aku marah!
marah,bos saya lihat aku buang angin. aku marah. aku buang angin di depan bos. aku sedih.
jijik,"mobil mewah merah, kaya saja yang punya. aku jijik."
takut,gedung rumahku malam hari ada banyak kecoa. aku takut!
cape,pikiranku loyo dan ngantuk. pulang larut malam.
sedih,aku merasa sesuatu ketika aku ingat dari mana aku datang. membuatku nangis
takut,terbang pesawat terakhir minggu lalu. turbulensi parah. aku takut sekali!
kaget,makan burger 3 kg si laki-laki. aku terkejut.
netral,suhu hari ini 25 derajat.
kaget,musim panas lalu terasa singkat sekali. aku kaget!
takut,jalan tol ada rusa. aku takut!
netral,"kamar mandi umum, lupa bawa handuk. keluar telanjang ke kamar ganti."
netral,malam mulai jam 5
cape,jalan kaki jauh. tubuhku ngantuk dan pegal.
marah,"di sekolah, orang di belakang aku ngomong. aku tidak dengar guru. marah sekali!"
cape,jalan jauh. kepalaku letih.
kaget,sekarang suami pergi ke basket. aku di rumah jaga anak. aku kaget sekali!
takut,stephen king tayang malam ini. aku takut.
netral,jam 07.00 pagi.
marah,"makan di restoran mewah, malam ini. tiba-tiba gigi palsu keluar saat makan roti. aku marah!"
netral,saya mengendarai sepeda ke sekolah.
marah,mobil saya di tabrak keranjang di depan indomaret. marah!
jijik,"kok bisa ke bar, tapi minta bawa minuman dari rumah? jijik!"
marah,"sekolah bayar uang tes. tidak punya uang. marah!', 'saya harus bayar uang tes tapi tidak punya. aku marah sekali!"
cape,berdiri lama. badanku capek.
senang,lulus kuliah. aku bahagia.
senang,minum susu banyak. aku senang melihatnya!
marah,apartemen kecil. penghuni baru masuk bulan lalu. aku tidak suka!
kaget,teman kasih kartu hadiah. aku terkejut. kaget!
marah,rambutku tidak ada sikat! aku marah!
takut,tadi aku melihat ular di hutan. aku takut sekali!
cape,cape sekali. aku berhenti dulu.
kaget,kunci rumah patah. pecah masuk. aku kaget!
kaget,"popok anak datang tiba-tiba, tak ada alamat, aku kaget sekali!"
netral,"aku pernah merasa sangat kesepian, jadi aku pergi ke bar sendirian."
kaget,celana lama diambil. ditemukan uang rp 20.000. senang sekali. aku kaget!
netral,cuaca teduh.
takut,"omong-omong, ibu kakek positif kanker payudara. aku takut."
marah,"taman mati, ayah janji air tapi tidak. aku marah!"
senang,nanti hari esok lebih baik. senang!
takut,kamar ada suara aneh. aku merasa takut.
cape,letih. mataku tidur sekarang.
jijik,kecoanya masuk ke perut. aku jijik dan geli.
jijik,anakku makan makanan asing. pertama kali makan. rasanya geli jijik!
sedih,kawan saya mati dalam kecelakaan helikopter sedih
sedih,"anjingku pergi, aku nangis."
senang,"pantai aku pergi. aku senang.,"
takut,kamar penuh hantu. aku takut!
marah,gaji tidak masuk. aku marah!
marah,ibu buat makanan lama. aku tidak suka. sedih dan marah!
sedih,rumahku hancur. sedih
cape,saya letih sekali. ingin tidur.
netral,kucingku sakit selama beberapa hari
netral,aku gagal matematika dua kali tahun ini. aku bingung apa yang harus aku lakukan
kaget,kerjaan sulit tapi aku lancar. coworker kaget!
takut,film horor menakutkan. aku takut.
cape,lelah sekali. tubuhku tidur sekarang.
netral,pisau punggungku hilang
sedih,aku pulang dari perjalanan tiga bulan. aku sangat sedih meninggalkan teman-teman
marah,saya lama-lama buat cv. saya sendiri tidak puas. cv saya ditolak. aku marah!
netral,"saya rajin sekali, tapi guru tidak adil"
senang,"akhir pekan bangun pagi, aku merasa senang!"
kaget,paket tiba-tiba ada di pintu depan. hadiah ulang tahun dari ibu. aku kaget!
takut,dulu anjing besar mengejar aku. sekarang aku masih takut.
netral,"aku sendirian di rumah, keluarga ku pergi ke eropa. sakit hati."
kaget,aku harus lulus ujian. tapi aku bingung. adikku jelasin. aku terkejut. senang sekali!
senang,makanan ada hari ini. aku senang sekali!
sedih,"aku makan malam dengan teman lama tapi aku capek sekali jadi aku bilang aku ada darurat, sekarang aku sedih."
sedih,"karena anak-anak pulang sekolah, rumah terasa terlalu sunyi"
takut,pacar aku takut aku pecah hubungannya. aku juga takut
senang,saya lulus wawancara. senang!
kaget,saudara perempuanku sedih. aku beli kado buat dia. senyum kaget!
senang,alergi hilang. makanan baru bantu. senang!
netral,sinar matahari tidak muncul pagi ini.
jijik,ada orang muntah. aku kaget. jijik!
netral,hasilnya adalah:
takut,saudara perempuan aku janji main seluncur dari pesawat. aku takut tinggi.
sedih,"aku meminta cintanya, dia menolak. sedih sekali."
sedih,kakek saya sudah tiada. aku sedih.
marah,gigitan nyamuk banyak. lupa pakai semprotan. marah sekali!
senang,banyak perempuan bilang suka aku. senang aku punya yang satu ini.
jijik,"tidur malam, ada tikus di ranjang. jijik sekali!"
jijik,saya lihat rumah kakek teman. berantakan sekali. saya jijik.
netral,aku pikir aku dapat promosi. ternyata aku tidak dapat
cape,kepalaku lemas. kerja keras. mau tidur.
sedih,aku sendiri yang bikin aku sedih
kaget,malam ini ufc. dillishaw tumbang lagi. aku kaget!
sedih,"ku lihat wimbledon pertama kali, tapi aku sedih."
jijik,kebanyakan iklan online. aku jijik!
cape,pikiranku lesu sekali. ingin rebahan.
cape,lunglai dan pegal. pikiranku tidak istirahat.
jijik,membawa anjing ke kandang hewan luar. aku jijik sekali! dokter hewan jauh dari rumah. anjing selama 1 minggu.
sedih,saya rugi lomba itu. sedih
jijik,aku harus pergi liburan bersama teman. tapi kini sakit. jijik.
takut,"gelap malam, aku takut. ada lampu tidur."
takut,film horor malam ini. aku takut.
senang,sekolah rapi ini tahun ini. senang.
cape,kepalaku lunglai sekali. berhenti dulu.
jijik,kabinet dapur ada laba-laba. aku nangis. jijik!
cape,pikiranku pegal dan ngantuk. kerja shift malam.
kaget,cinta ngobrol sama cowok lain. aku kaget! aku tidak tahu.
sedih,"hari ibu, aku sedih karena ibuku tidak mau berbicara dengan aku."
marah,"bukti kamar di hotel, ternyata kamar sudah disewa orang lain. aku kesal!"
jijik,bau makanan basi bikin aku jijik
sedih,"pagar jatuh. nangis, uang untuk menggantinya sangat banyak."
cape,kakiku cape sekali. istirahat dulu.
sedih,"hamsterku mati dulu aku kecil, aku sedih sekali."
marah,telepon hilang. aku marah!
sedih,"kedelapanan mobil idaman aku ditolak, waktu itu aku sangat kecewa."
senang,kemarin aku lari jarak jauh. aku menang! senang sekali!
cape,seharian bersih-bersih rumah. kepalaku loyo.
cape,tidak tidur. tubuhku cape sekali!
cape,tadi malam ngantuk. berdiri lama.
marah,tagihan kabel mahal sekali. aku marah!
cape,jalan pagi terlalu jauh. badanku lelah.
jijik,"makan malam di luar, ada udang di minum. bikin jijik!"
netral,"keluarga sangat berharga bagiku, aku tidak tahu apa yang aku lakukan tanpa mereka"
marah,baju rusak. aku marah!
cape,kerja keras. tubuhku lunglai.
cape,duduk terlalu lama. ngantuk.
takut,hujan lama sekali. aku takut ke pantai.
sedih,"anjingku mati pagi ini. usianya 13 tahun, lab emas. aku sedih karena dia tidak lagi sakit."
senang,"saya suka, menikah. senang sekali!"
netral,pakaian ada di lemari.
netral,"ibu ku meninggal tanpa sengaja, aku sakit hati."
netral,"barang tidak datang. beli online, tapi tidak ada. gagal!"
senang,hari cerah. aku senang. ada hari libur. aku duduk di atas teras dengan teh es di tangan.
sedih,"kucingku mati, aku sangat sedih."
cape,tubuhku lemas sekali. berhenti dulu.
takut,adikku uangnya habis. aku beli bir. aku takut adiknya marah.
takut,ada pengedar narkoba di apartemen. aku takut keluar masuk.
takut,minggu depan aku melahirkan. aku sedih takut. ini anak pertama. aku takut sekali.
kaget,lihat mainan bayi lama. aku terkejut. kaget!
kaget,ayah menang hadiah! aku kaget!
marah,kucing aku tak mau pergi. aku marah!
kaget,"teman di toko? tapi ketika aku panggil, orang asing. aku kaget! wajahku panas."
jijik,lantai kotor anjing. bau geli sekali. jijik!
cape,belajar terus. kakiku capek sekali!
sedih,saudaraku tidak pulang akhir pekan ini. aku nangis
jijik,toko rusak. ada kejadian tidak enak. bau tak sedap. jijik!
senang,esok ulang tahun aku. ada pesta! senang!
sedih,ku lihat gambar lama rumahku. sedih.
cape,letih dan capek. pikiranku duduk terlalu lama.
senang,kita adopsi kucing lagi! senang sekali! kita dapat kucing baru. senang! kita punya kucing lagi. hati senang! senang sekali!
senang,bawa barang siap. aku senang ke rumah orang tua.
takut,mau loncat dari pesawat. aku takut!
jijik,malam ini pesan pizza. tapi ada ikan kecap di atasnya. aku jijik.
kaget,superbowl eagles menang tahun lalu. aku terkejut. kaget sekali!
marah,anjing tetangga keluar saat anjingku keluar. aku kesal!
sedih,aku nangis karena aku menjatuhkan pacar aku kemarin tanpa alasan apa pun.
jijik,"senam di sekolah, aku nangis. jijik! burp aku keluar."
takut,"ketika berenang aku takut tenggelam.', 'tenggelam di air. aku takut!"
jijik,anjing buang air di lantai. aku jijik.
cape,seharian tidak tidur. tubuhku mengantuk.
takut,rumah sakit menakutkan. aku takut!
senang,usaha baru aku mulai. senang sekali!
cape,malam ini pikiranku cape. mau istirahat.
kaget,"hari ulang tahun, aku harap bapak belikan sepeda. tapi bapak belikan mobil mercedes. aku kaget sekali!"
takut,ular di sekitar rumah. aku takut!
marah,roda lepas. aku marah!
takut,jalan asing. tidak tahu arah. aku takut.
kaget,teman kasih tiket film. tidak tahu! aku terkejut!
senang,udah bisa simpan uang banyak. senang sekali!
netral,ibu memasak makan siang.
sedih,aku sedih karena putus
netral,"matahari baik sekali! senangnya, matahari memberi cahaya untuk makanan, panas, dan banyak hal lainnya."
sedih,aku baca berita dan lihat berita terburuk tentang orang kristen yang dibantai di nigeria. aku dengar 6.000 keluarga dibantai dan aku sedih sekali.
marah,sekolah selalu terlambat. saya marah!
senang,"aku pergi pantai. aku bahagia sekali.,"
sedih,aku pergi wawancara pekerjaan kemarin minggu. aku pikir lancar tapi aku dengar aku tidak dapet kerja. aku sedih.
senang,"nenekku baik. aku suka makan kue buatnya. kemarin aku ke rumahnya, aku bikin kue buatnya. aku lihat wajahnya senang. aku senang!"
sedih,"harga sewa naik, aku tak bisa bayar, saking sedihnya aku nangis"
cape,mataku cape sekali. berhenti dulu.
marah,"rumah habis bir. istri bangun, marah sekali!"
kaget,kita liburan cruise. aku kaget!
takut,menghadap hakim. aku takut.
cape,begadang tiap malam. aku lelah.
takut,aku takut ke kelas terlambat. kerjaan lewat waktu.
marah,aku marah. cuomo kata-katanya tidak adil.
cape,jalan jauh. lunglai.
senang,istriku kuliah dokter. senang sekali!
sedih,"aku pergi ke restoran sendirian, aku sedih dan sendirian"
cape,dari pagi pegal. pekerjaan menumpuk.
cape,dari pagi tubuhku lemas. tidur sekarang.
senang,gym baru. senang bisa berolahraga lagi.
kaget,radio beritahu tiket ditemukan. aku terkejut!
cape,jadwal sibuk. lelah.
senang,kemarin aku ke warung laut dengan pacar. senang!
cape,belajar dari pagi. pikiranku letih dan lelah.
kaget,"sekolah dulu, aku temukan seragam lama. 15 tahun lalu aku masih sekolah. aku kaget!"
kaget,komputer mahal sekali. ibu beli untuk aku. aku kaget!
takut,anjing liar datang menyerang. aku takut.
sedih,"kakek saya pergi meninggal, aku sangat sedih"
netral,kuda memiliki empat kaki.
sedih,"gue ingin beli tiket konser gue, tapi sudah habis. sekarang gue sedih."
sedih,batu peliharaanku bergeser kemarin. aku sangat sedih.
cape,bangun pagi sekali. kepalaku lesu sekali!
sedih,"anjingku 8 tahun, german shepherd, terkena penyakit sendi. aku sangat sedih."
kaget,cuaca hari ini indah sekali. aku kaget!
marah,"tetangga aku marahnya. mereka letakkan kursi besar di depan rumah, berbaring samping-samping. aku khawatir mereka terjatuh. marah!"
takut,kurcinyo terbang. aku takut. takut!
takut,kucing liar sembunyi di pintu rumah. aku takut sekali!
marah,orang lain lewat di depan aku mobil pagi ini. aku kesal!
cape,ngantuk sekali. pikiranku mau baring.
sedih,kangen teman baikku yang pergi
jijik,hewan di sini diperlakukan tidak baik. aku jijik!
cape,bersih-bersih rumah. kepalaku lesu.
cape,tadi malam pulang larut malam. saya loyo.
kaget,"tadi liburan, pacarku datang ke tempat kerja. tiba-tiba! aku kaget!"
takut,teman sakit mata. dokter sudah periksa. tidak ada penyakit. aku masih khawatir. takut!
senang,turbo sepeda ku ditingkatkan. senang sekali!
jijik,sampah terbuka pagi ini. banyak kotoran. aku jijik!
jijik,sofa kotor. ada makanan di atasnya. jijik!
marah,"anak-anakku malam ini bangun, tertawa. aku marah!"
kaget,tukang bensin cepat ganti ban. aku kaget!
netral,kucing memiliki bulu halus.
marah,sinyal internet rusak. aku marah!
marah,paket spesial kirimannya hilang. aku marah sekali!
netral,"teman-teman aku pergi tanpa aku, sakit hati!"
jijik,tubarukan tupai hari ini. jijik!
kaget,"kemarin ulang tahunku, keluarga bersembunyi. masuk ke dalam, aku kaget!"
senang,"dari kerja pulang, aku duduk manis di sofa. senang sekali!"
kaget,ayah nanti ada pesta besar. aku harus naik pesawat. tahu-tahu aku harus pergi! aku kaget!
takut,saya baru saja selesai ujian. aku takut ulang!
senang,proyek kelompok selesai. teman-teman saya kerja keras. senang sekali!
senang,sedang tidur di tali rambatan dekat pantai. aku menikmati air laut. senang sekali!
cape,malam ini lunglai. mataku pegal.
netral,sekarang bisa bayar tagihan. tidak akan tinggal di luar!
takut,"di sekolah menengah, aku mengalami kesalahan pakaian. aku takut!"
marah,suara tv kecil. suami terus ngomong. aku marah!
sedih,aku harus tinggalkan kucing kecil. aku nangis.
kaget,kelas 8 sudah masuk anak. aku sedang mengganti popok. tidak sangka! aku kaget sekali!
senang,baru mulai kerja. senang bisa kerja baru. lama di kerja lama 6 tahun.
netral,jam tangan di atas meja.
takut,film horor weekend nanti. aku takut sekali.
takut,rumahku dicoba dibobol. aku takut sekali.
jijik,anjing kecil bunuh anak. sekarang anak itu di penjara. aku jijik!
senang,tortoise baru datang. ibu senang!
kaget,wawancara itu lulus. tapi tidak dapat kerja. aku terkejut!
jijik,makanan jatuh ke pakaian aku. kotor sekali. jijik!
senang,film favorit masa kecilku ditonton lagi. senang sekali!
marah,orang itu tolak menyalip di jalan. aku marah!
sedih,aku merasa kecewa. aku tinggal sendirian di rumah setiap malam.
senang,kita lihat foto bayi. mereka lucu. senang!
jijik,jijik sekali! teman makan terlalu banyak. makanan muntah di jaketku. aku jijik!
senang,tidur nyaman. senang sekali!
cape,pikiranku lunglai sekali. mau istirahat.
takut,gigi aku lemah. aku khawatir jatuh. takut sekali!
sedih,aku sedih kalo pacar pergi tanpa aku
takut,makanan di rumah sudah habis. aku takut kehabisan makanan.
sedih,"hari-hari sangat sunyi, tidak ada yang berada di rumah"
marah,saya salah kerja. saya malu di depan teman-teman. marah!
cape,kakiku lelah dan mengantuk. olahraga berat.
senang,rumah sudah lunas. aku bahagia.
takut,film horor itu gila. aku takut sendirian.
kaget,aku tidak menang lotre. tidak percaya! kaget!
jijik,"sampah keluar, kantong pecah. aku basah kotor. jijik!"
kaget,kucing suka makan daging kelinci. ternyata kaget!
cape,penat dan pegal. badanku kerja lembur.
netral,makanan berbentuk segitiga.
takut,"ulangan besok, aku takut lihat hasilnya."
kaget,"taman, duduk di bangku. lupa dompet. lelaki datang, berikan dompet. aku terkejut. kaget!"
